mz,id,ion,example,formula
858.50497,PE 44:12,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C49H74NO8P
858.52609,PS 40:6,[M+Na]+,"GPSer(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C46H78NO10P
858.52851,PS 42:9,[M+H]+,"GPSer(20:4(7E,10E,13E,16E)/22:5(4Z,7Z,10Z,13Z,16Z))",C48H76NO10P
858.5989,PC 40:5,[M+Na]+,"GPCho(18:1(6Z)/22:4(7Z,10Z,13Z,16Z))",C48H86NO8P
858.5989,PE 43:5,[M+Na]+,"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/23:0)",C48H86NO8P
858.60126,PC 42:8,[M+H]+,"GPCho(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z))",C50H84NO8P
858.62238,PS 41:2,[M+H]+,GPSer(24:1(15Z)/17:1(9Z)),C47H88NO10P
858.63528,plasmenyl-PE 44:4,[M+Na]+,"PE(P-20:0/24:4(5Z,8Z,11Z,14Z))",C49H90NO7P
858.6952,PC 41:1,[M+H]+,GPCho(20:1(13E)/21:0),C49H96NO8P
858.6952,PE 44:1,[M+H]+,GPEtn(18:1(6Z)/26:0),C49H96NO8P
858.70344,MGDG 40:1,[M+NH4]+,MGDG(20:0/20:1(11Z)),C49H92O10
858.73157,plasmenyl-PC 42:0,[M+H]+,PC(P-16:0/26:0),C50H100NO7P
858.73157,plasmenyl-PE 45:0,[M+H]+,PE(P-20:0/25:0),C50H100NO7P
858.73985,MGDG 42:1,[M+NH4-CO]+,MGDG(16:1(7Z)/26:0),C51H96O10
858.75461,TG 51:4,[M+NH4]+,TG(16:1/17:1/18:2),C54H96O6
858.79097,DG 52:4,[M+NH4]+,DG(26:2/26:2/0:0),C55H100O5
859.53951,DGDG 28:0,[M+Na]+,DGDG(8:0/20:0),C43H80O15
859.61686,PA 44:1,[M+Na2-H]+,GPA(18:0/26:1(5Z)),C47H91O8P
859.61929,PA 46:4,[M+Na]+,"GPA(26:1(5Z)/20:3(5Z,8Z,11Z))",C49H89O8P
859.62753,MGDG 40:3,[M+Na]+,"MGDG(26:2(5Z,9Z)/14:1(9Z))",C49H88O10
859.67873,TG 51:6,[M+Na]+,TG(16:1/17:2/18:3),C54H92O6
859.73625,TG 52:5,[M+Li]+,TG(16:1/16:1/20:3),C55H96O6
859.76318,SM 45:0,[M]+,SM(d19:0/26:0),C50H104N2O6P
860.52065,PE 44:11,[M+Na]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C49H76NO8P
860.54177,PS 40:5,[M+Na]+,"GPSer(20:4(5E,8E,11E,14E)/20:1(11Z))",C46H80NO10P
860.54414,PS 42:8,[M+H]+,"GPSer(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",C48H78NO10P
860.61453,PC 40:4,[M+Na]+,"GPCho(18:4(9E,11E,13E,15E)/22:0)",C48H88NO8P
860.61453,PE 43:4,[M+Na]+,"GPEtn(23:0/20:4(7E,10E,13E,16E))",C48H88NO8P
860.61695,PC 42:7,[M+H]+,"GPCho(18:3(9Z,12Z,15Z)/24:4(5Z,8Z,11Z,14Z))",C50H86NO8P
860.63807,PS 41:1,[M+H]+,GPSer(23:0/18:1(17Z)),C47H90NO10P
860.71082,PC 41:0,[M+H]+,GPCho(21:0/20:0),C49H98NO8P
860.71082,PE 44:0,[M+H]+,GPEtn(24:0/20:0),C49H98NO8P
860.71907,MGDG 40:0,[M+NH4]+,MGDG(14:0/26:0),C49H94O10
860.75545,MGDG 42:0,[M+NH4-CO]+,MGDG(25:0/17:0),C51H98O10
860.77025,TG 51:3,[M+NH4]+,TG(16:0/17:2/18:1),C54H98O6
860.80661,DG 52:3,[M+NH4]+,DG(26:2/26:1/0:0),C55H102O5
861.46127,DGDG 29:6,[M+Na]+,"DGDG(7:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C44H70O15
861.63255,PA 44:0,[M+Na2-H]+,GPA(18:0/26:0),C47H93O8P
861.63491,PA 46:3,[M+Na]+,"GPA(22:2(13Z,16Z)/24:1(15Z))",C49H91O8P
861.64317,MGDG 40:2,[M+Na]+,MGDG(26:1(5Z)/14:1(9Z)),C49H90O10
861.69437,TG 51:5,[M+Na]+,TG(17:1/17:2/17:2),C54H94O6
861.75189,TG 52:4,[M+Li]+,TG(16:1/18:0/18:3),C55H98O6
862.53628,PE 44:10,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))",C49H78NO8P
862.5574,PS 40:4,[M+Na]+,"GPSer(20:4(5E,8E,11E,14E)/20:0)",C46H82NO10P
862.55982,PS 42:7,[M+H]+,"GPSer(20:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C48H80NO10P
862.63015,PC 40:3,[M+Na]+,"GPCho(22:1(13Z)/18:2(9Z,11Z))",C48H90NO8P
862.63015,PE 43:3,[M+Na]+,"GPEtn(18:3(9Z,12Z,15Z)/25:0)",C48H90NO8P
862.63258,PC 42:6,[M+H]+,"GPCho(22:2(13Z,16Z)/20:4(5E,8E,11E,14E))",C50H88NO8P
862.63258,PE 45:6,[M+H]+,"GPEtn(23:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H88NO8P
862.64082,MGDG 41:6,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)",C50H84O10
862.65369,PS 41:0,[M+H]+,GPSer(22:0/19:0),C47H92NO10P
862.66659,plasmenyl-PE 44:2,[M+Na]+,"PE(P-18:0/26:2(5E,9Z))",C49H94NO7P
862.67721,MGDG 43:6,[M+NH4-CO]+,"MGDG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H88O10
862.78589,TG 51:2,[M+NH4]+,TG(17:0/17:1/17:1),C54H100O6
862.82225,DG 52:2,[M+NH4]+,DG(26:2/26:0/0:0),C55H104O5
863.47687,DGDG 29:5,[M+Na]+,"DGDG(20:5(5Z,8Z,11Z,14Z,17Z)/9:0)",C44H72O15
863.5543,PA 45:6,[M+Na2-H]+,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C48H83O8P
863.6506,PA 46:2,[M+Na]+,"GPA(20:0/26:2(5Z,9E))",C49H93O8P
863.65884,MGDG 40:1,[M+Na]+,MGDG(25:0/15:1(9Z)),C49H92O10
863.6982,SM 44:2,[M-H+Na]+,SM(d18:1(4E)/26:1(17Z)),C49H98N2O6P
863.71001,TG 51:4,[M+Na]+,TG(16:0/17:2/18:2),C54H96O6
863.76753,TG 52:3,[M+Li]+,TG(16:1/16:1/20:1),C55H100O6
864.5519,PE 44:9,[M+Na]+,"GPEtn(22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",C49H80NO8P
864.57308,PS 40:3,[M+Na]+,"GPSer(18:1(11Z)/22:2(13Z,16Z))",C46H84NO10P
864.57545,PS 42:6,[M+H]+,"GPSer(20:4(7E,10E,13E,16E)/22:2(13Z,16Z))",C48H82NO10P
864.59895,MGDG 44:12,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C53H78O10
864.64584,PC 40:2,[M+Na]+,GPCho(20:1(11Z)/20:1(13Z)),C48H92NO8P
864.64584,PE 43:2,[M+Na]+,"GPEtn(18:2(2E,4E)/25:0)",C48H92NO8P
864.6482,PC 42:5,[M+H]+,"GPCho(18:1(4E)/24:4(5Z,8Z,11Z,14Z))",C50H90NO8P
864.6482,PE 45:5,[M+H]+,"GPEtn(22:5(4Z,7Z,10Z,13Z,16Z)/23:0)",C50H90NO8P
864.65647,MGDG 41:5,[M+NH4]+,"MGDG(22:5(7Z,10Z,13Z,16Z,19Z)/19:0)",C50H86O10
864.68221,plasmenyl-PE 44:1,[M+Na]+,PE(P-18:0/26:1(5Z)),C49H96NO7P
864.69285,MGDG 43:5,[M+NH4-CO]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/23:0)",C52H90O10
864.80153,TG 51:1,[M+NH4]+,TG(16:0/17:0/18:1),C54H102O6
864.83789,DG 52:1,[M+NH4]+,DG(26:1/26:0/0:0),C55H106O5
865.49252,DGDG 29:4,[M+Na]+,"DGDG(18:4(6Z,9Z,12Z,15Z)/11:0)",C44H74O15
865.56993,PA 45:5,[M+Na2-H]+,"GPA(22:5(4Z,7Z,10Z,13Z,16Z)/23:0)",C48H85O8P
865.66622,PA 46:1,[M+Na]+,GPA(20:1(11E)/26:0),C49H95O8P
865.67447,MGDG 40:0,[M+Na]+,MGDG(25:0/15:0),C49H94O10
865.71382,SM 44:1,[M-H+Na]+,SM(d18:1(4E)/26:0),C49H100N2O6P
865.72565,TG 51:3,[M+Na]+,TG(16:1/17:1/18:1),C54H98O6
865.78317,TG 52:2,[M+Li]+,TG(16:0/17:2/19:0),C55H102O6
866.56759,PE 44:8,[M+Na]+,"GPEtn(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C49H82NO8P
866.57817,MGDG 42:11,[M+NH4]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C51H76O10
866.58871,PS 40:2,[M+Na]+,GPSer(20:1(11Z)/20:1(11E)),C46H86NO10P
866.59113,PS 42:5,[M+H]+,"GPSer(18:1(6Z)/24:4(5Z,8Z,11Z,14Z))",C48H84NO10P
866.61458,MGDG 44:11,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C53H80O10
866.66146,PC 40:1,[M+Na]+,GPCho(24:0/16:1(7Z)),C48H94NO8P
866.66146,PE 43:1,[M+Na]+,GPEtn(17:0/26:1(5Z)),C48H94NO8P
866.66389,PC 42:4,[M+H]+,"GPCho(20:0/22:4(7Z,10Z,13Z,16Z))",C50H92NO8P
866.66389,PE 45:4,[M+H]+,"GPEtn(25:0/20:4(5Z,8Z,11Z,14Z))",C50H92NO8P
866.67213,MGDG 41:4,[M+NH4]+,"MGDG(20:4(5Z,8Z,11Z,14Z)/21:0)",C50H88O10
866.69784,plasmenyl-PC 41:0,[M+Na]+,PC(P-16:0/25:0),C49H98NO7P
866.69784,plasmenyl-PE 44:0,[M+Na]+,PE(P-18:0/26:0),C49H98NO7P
866.70852,MGDG 43:4,[M+NH4-CO]+,"MGDG(20:4(7E,10E,13E,16E)/23:0)",C52H92O10
866.72333,TG 52:7,[M+NH4]+,TG(16:1/16:1/20:5),C55H92O6
866.81717,TG 51:0,[M+NH4]+,TG(17:0/17:0/17:0),C54H104O6
866.85353,DG 52:0,[M+NH4]+,DG(26:0/26:0/0:0),C55H108O5
867.5082,DGDG 29:3,[M+Na]+,"DGDG(9:0/20:3(8Z,11Z,14Z))",C44H76O15
867.58555,PA 45:4,[M+Na2-H]+,"GPA(24:4(5Z,8Z,11Z,14Z)/21:0)",C48H87O8P
867.59622,MGDG 41:6,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z))",C50H84O10
867.68185,PA 46:0,[M+Na]+,GPA(24:0/22:0),C49H97O8P
867.70497,TG 53:8,[M+Li]+,TG(16:1/17:2/20:5),C56H92O6
867.72951,SM 44:0,[M-H+Na]+,SM(d18:0/26:0),C49H102N2O6P
867.74129,TG 51:2,[M+Na]+,TG(17:0/17:1/17:1),C54H100O6
867.79881,TG 52:1,[M+Li]+,TG(16:1/18:0/18:0),C55H104O6
868.58321,PE 44:7,[M+Na]+,"GPEtn(20:3(8Z,11Z,14Z)/24:4(5Z,8Z,11Z,14Z))",C49H84NO8P
868.58564,PE 46:10,[M+H]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C51H82NO8P
868.59387,MGDG 42:10,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(7E,10E,13E,16E))",C51H78O10
868.60433,PS 40:1,[M+Na]+,GPSer(18:1(6Z)/22:0),C46H88NO10P
868.60676,PS 42:4,[M+H]+,"GPSer(20:3(8Z,11Z,14Z)/22:1(13Z))",C48H86NO10P
868.61959,plasmenyl-PC 42:6,[M+Na]+,"PC(P-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H88NO7P
868.63025,MGDG 44:10,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))",C53H82O10
868.67715,PC 40:0,[M+Na]+,GPCho(20:0/20:0),C48H96NO8P
868.67715,PE 43:0,[M+Na]+,GPEtn(22:0/21:0),C48H96NO8P
868.67951,PC 42:3,[M+H]+,"GPCho(22:2(13Z,16Z)/20:1(11Z))",C50H94NO8P
868.67951,PE 45:3,[M+H]+,"GPEtn(20:3(8Z,11Z,14Z)/25:0)",C50H94NO8P
868.68777,MGDG 41:3,[M+NH4]+,"MGDG(15:1(9Z)/26:2(5Z,9E))",C50H90O10
868.71589,plasmenyl-PE 46:2,[M+H]+,"PE(P-20:0/26:2(5Z,9E))",C51H98NO7P
868.72415,MGDG 43:3,[M+NH4-CO]+,"MGDG(17:1(9Z)/26:2(5E,9Z))",C52H94O10
868.73897,TG 52:6,[M+NH4]+,TG(16:0/18:3/18:3),C55H94O6
869.5073,PA 46:10,[M+Na2-H]+,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C49H77O8P
869.52383,DGDG 29:2,[M+Na]+,"DGDG(11:0/18:2(9E,10E))",C44H78O15
869.60124,PA 45:3,[M+Na2-H]+,"GPA(25:0/20:3(5Z,8Z,11Z))",C48H89O8P
869.6036,PA 47:6,[M+Na]+,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/25:0)",C50H87O8P
869.61187,MGDG 41:5,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/17:1(9Z))",C50H86O10
869.72061,TG 53:7,[M+Li]+,TG(16:0/17:2/20:5),C56H94O6
869.75693,TG 51:1,[M+Na]+,TG(17:0/17:0/17:1),C54H102O6
869.81445,TG 52:0,[M+Li]+,TG(16:0/17:0/19:0),C55H106O6
870.5989,PC 41:6,[M+Na]+,"GPCho(17:2(9Z,12Z)/24:4(5Z,8Z,11Z,14Z))",C49H86NO8P
870.5989,PE 44:6,[M+Na]+,"GPEtn(18:4(6Z,9Z,12Z,15Z)/26:2(5E,9Z))",C49H86NO8P
870.60126,PE 46:9,[M+H]+,"GPEtn(22:5(4Z,7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C51H84NO8P
870.6095,MGDG 42:9,[M+NH4]+,"MGDG(20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C51H80O10
870.62002,PS 40:0,[M+Na]+,GPSer(17:0/23:0),C46H90NO10P
870.62238,PS 42:3,[M+H]+,"GPSer(20:3(5Z,8Z,11Z)/22:0)",C48H88NO10P
870.63528,plasmenyl-PC 42:5,[M+Na]+,"PC(P-20:0/22:5(7Z,10Z,13Z,16Z,19Z))",C50H90NO7P
870.6459,MGDG 44:9,[M+NH4-CO]+,"MGDG(22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C53H84O10
870.6952,PC 42:2,[M+H]+,GPCho(24:1(15Z)/18:1(11E)),C50H96NO8P
