HMDB_ID,id,formula,mz,charge,ion
HMDB0008007,"PC(16:1(9Z)/18:3(6Z,9Z,12Z))",C42H76NO8P,752.5235784,-1,[M-H]1-
HMDB0008008,"PC(16:1(9Z)/18:3(9Z,12Z,15Z))",C42H76NO8P,752.5235784,-1,[M-H]1-
HMDB0008010,PC(16:1(9Z)/20:0),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008011,PC(16:1(9Z)/20:1(11Z)),C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008012,"PC(16:1(9Z)/20:2(11Z,14Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008013,"PC(16:1(9Z)/20:3(5Z,8Z,11Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008014,"PC(16:1(9Z)/20:3(8Z,11Z,14Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008015,"PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008016,"PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008017,"PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008018,PC(16:1(9Z)/22:0),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008020,"PC(16:1(9Z)/22:2(13Z,16Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008021,"PC(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008022,"PC(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008024,"PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008025,PC(16:1(9Z)/24:0),C48H94NO8P,842.664429,-1,[M-H]1-
HMDB0008026,PC(16:1(9Z)/24:1(15Z)),C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008027,PC(16:1(9Z)/P-16:0),C40H78NO7P,714.5443139,-1,[M-H]1-
HMDB0008028,PC(16:1(9Z)/P-18:0),C42H82NO7P,742.575614,-1,[M-H]1-
HMDB0008029,PC(16:1(9Z)/P-18:1(11Z)),C42H80NO7P,740.5599639,-1,[M-H]1-
HMDB0008030,PC(16:1(9Z)/P-18:1(9Z)),C42H80NO7P,740.5599639,-1,[M-H]1-
HMDB0008031,PC(18:0/14:0),C40H80NO8P,732.5548786,-1,[M-H]1-
HMDB0008032,PC(18:0/14:1(9Z)),C40H78NO8P,730.5392285,-1,[M-H]1-
HMDB0008035,PC(18:0/16:1(9Z)),C42H82NO8P,758.5705286,-1,[M-H]1-
HMDB0008036,PC(18:0/18:0),C44H88NO8P,788.6174788,-1,[M-H]1-
HMDB0008037,PC(18:0/18:1(11Z)),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008038,PC(18:0/18:1(9Z)),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008039,"PC(18:0/18:2(9Z,12Z))",C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008040,"PC(18:0/18:3(6Z,9Z,12Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008041,"PC(18:0/18:3(9Z,12Z,15Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008042,"PC(18:0/18:4(6Z,9Z,12Z,15Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008043,PC(18:0/20:0),C46H92NO8P,816.648779,-1,[M-H]1-
HMDB0008044,PC(18:0/20:1(11Z)),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008046,"PC(18:0/20:3(5Z,8Z,11Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008047,"PC(18:0/20:3(8Z,11Z,14Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008048,"PC(18:0/20:4(5Z,8Z,11Z,14Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008049,"PC(18:0/20:4(8Z,11Z,14Z,17Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008050,"PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008051,PC(18:0/22:0),C48H96NO8P,844.6800791,-1,[M-H]1-
HMDB0008052,PC(18:0/22:1(13Z)),C48H94NO8P,842.664429,-1,[M-H]1-
HMDB0008053,"PC(18:0/22:2(13Z,16Z))",C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008054,"PC(18:0/22:4(7Z,10Z,13Z,16Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008055,"PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008056,"PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008057,"PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008058,PC(18:0/24:0),C50H100NO8P,872.7113792,-1,[M-H]1-
HMDB0008059,PC(18:0/24:1(15Z)),C50H98NO8P,870.6957291,-1,[M-H]1-
HMDB0008061,PC(18:0/P-18:0),C44H88NO7P,772.6225642,-1,[M-H]1-
HMDB0008062,PC(18:0/P-18:1(11Z)),C44H86NO7P,770.6069141,-1,[M-H]1-
HMDB0008063,PC(18:0/P-18:1(9Z)),C44H86NO7P,770.6069141,-1,[M-H]1-
HMDB0008064,PC(18:1(11Z)/14:0),C40H78NO8P,730.5392285,-1,[M-H]1-
HMDB0008065,PC(18:1(11Z)/14:1(9Z)),C40H76NO8P,728.5235784,-1,[M-H]1-
HMDB0008067,PC(18:1(11Z)/16:0),C42H82NO8P,758.5705286,-1,[M-H]1-
HMDB0008068,PC(18:1(11Z)/16:1(9Z)),C42H80NO8P,756.5548786,-1,[M-H]1-
HMDB0008069,PC(18:1(11Z)/18:0),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008070,PC(18:1(11Z)/18:1(11Z)),C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008071,PC(18:1(11Z)/18:1(9Z)),C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008072,"PC(18:1(11Z)/18:2(9Z,12Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008073,"PC(18:1(11Z)/18:3(6Z,9Z,12Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008074,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008075,"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008076,PC(18:1(11Z)/20:0),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008078,"PC(18:1(11Z)/20:2(11Z,14Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008079,"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008080,"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008081,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008082,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008083,"PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008084,PC(18:1(11Z)/22:0),C48H94NO8P,842.664429,-1,[M-H]1-
HMDB0008085,PC(18:1(11Z)/22:1(13Z)),C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008086,"PC(18:1(11Z)/22:2(13Z,16Z))",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008087,"PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008088,"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008089,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008091,PC(18:1(11Z)/24:0),C50H98NO8P,870.6957291,-1,[M-H]1-
HMDB0008092,PC(18:1(11Z)/24:1(15Z)),C50H96NO8P,868.6800791,-1,[M-H]1-
HMDB0008093,PC(18:1(11Z)/P-16:0),C42H82NO7P,742.575614,-1,[M-H]1-
HMDB0008094,PC(18:1(11Z)/P-18:0),C44H86NO7P,770.6069141,-1,[M-H]1-
HMDB0008095,PC(18:1(11Z)/P-18:1(11Z)),C44H84NO7P,768.5912641,-1,[M-H]1-
HMDB0008096,PC(18:1(11Z)/P-18:1(9Z)),C44H84NO7P,768.5912641,-1,[M-H]1-
HMDB0008097,PC(18:1(9Z)/14:0),C40H78NO8P,730.5392285,-1,[M-H]1-
HMDB0008098,PC(18:1(9Z)/14:1(9Z)),C40H76NO8P,728.5235784,-1,[M-H]1-
HMDB0008100,PC(18:1(9Z)/16:0),C42H82NO8P,758.5705286,-1,[M-H]1-
HMDB0008101,PC(18:1(9Z)/16:1(9Z)),C42H80NO8P,756.5548786,-1,[M-H]1-
HMDB0008102,PC(18:1(9Z)/18:0),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008103,PC(18:1(9Z)/18:1(11Z)),C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008105,"PC(18:1(9Z)/18:2(9Z,12Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008106,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008107,"PC(18:1(9Z)/18:3(9Z,12Z,15Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008108,"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008109,PC(18:1(9Z)/20:0),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008111,"PC(18:1(9Z)/20:2(11Z,14Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008112,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008113,"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008114,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008115,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008116,"PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008117,PC(18:1(9Z)/22:0),C48H94NO8P,842.664429,-1,[M-H]1-
HMDB0008118,PC(18:1(9Z)/22:1(13Z)),C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008119,"PC(18:1(9Z)/22:2(13Z,16Z))",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008120,"PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008124,PC(18:1(9Z)/24:0),C50H98NO8P,870.6957291,-1,[M-H]1-
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),C50H96NO8P,868.6800791,-1,[M-H]1-
HMDB0008126,PC(18:1(9Z)/P-16:0),C42H82NO7P,742.575614,-1,[M-H]1-
HMDB0008127,PC(18:1(9Z)/P-18:0),C44H86NO7P,770.6069141,-1,[M-H]1-
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),C44H84NO7P,768.5912641,-1,[M-H]1-
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),C44H84NO7P,768.5912641,-1,[M-H]1-
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",C40H76NO8P,728.5235784,-1,[M-H]1-
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",C40H74NO8P,726.5079284,-1,[M-H]1-
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",C42H80NO8P,756.5548786,-1,[M-H]1-
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",C42H78NO8P,754.5392285,-1,[M-H]1-
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",C44H84NO8P,784.5861787,-1,[M-H]1-
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",C50H96NO8P,868.6800791,-1,[M-H]1-
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",C42H80NO7P,740.5599639,-1,[M-H]1-
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",C44H84NO7P,768.5912641,-1,[M-H]1-
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",C44H82NO7P,766.575614,-1,[M-H]1-
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",C44H82NO7P,766.575614,-1,[M-H]1-
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",C40H74NO8P,726.5079284,-1,[M-H]1-
HMDB0008164,"PC(18:3(6Z,9Z,12Z)/14:1(9Z))",C40H72NO8P,724.4922783,-1,[M-H]1-
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",C42H78NO8P,754.5392285,-1,[M-H]1-
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",C42H76NO8P,752.5235784,-1,[M-H]1-
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008185,"PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",C50H92NO8P,864.648779,-1,[M-H]1-
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",C42H78NO7P,738.5443139,-1,[M-H]1-
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",C44H82NO7P,766.575614,-1,[M-H]1-
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",C44H80NO7P,764.5599639,-1,[M-H]1-
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",C44H80NO7P,764.5599639,-1,[M-H]1-
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",C40H74NO8P,726.5079284,-1,[M-H]1-
HMDB0008197,"PC(18:3(9Z,12Z,15Z)/14:1(9Z))",C40H72NO8P,724.4922783,-1,[M-H]1-
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",C42H78NO8P,754.5392285,-1,[M-H]1-
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",C42H76NO8P,752.5235784,-1,[M-H]1-
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",C44H82NO8P,782.5705286,-1,[M-H]1-
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008218,"PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",C50H92NO8P,864.648779,-1,[M-H]1-
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",C42H78NO7P,738.5443139,-1,[M-H]1-
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",C44H82NO7P,766.575614,-1,[M-H]1-
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",C44H80NO7P,764.5599639,-1,[M-H]1-
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",C44H80NO7P,764.5599639,-1,[M-H]1-
HMDB0008229,"PC(18:4(6Z,9Z,12Z,15Z)/14:0)",C40H72NO8P,724.4922783,-1,[M-H]1-
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",C42H76NO8P,752.5235784,-1,[M-H]1-
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",C44H80NO8P,780.5548786,-1,[M-H]1-
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",C44H78NO8P,778.5392285,-1,[M-H]1-
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",C44H76NO8P,776.5235784,-1,[M-H]1-
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008242,"PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))",C46H82NO8P,806.5705286,-1,[M-H]1-
HMDB0008243,"PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))",C46H80NO8P,804.5548786,-1,[M-H]1-
HMDB0008249,"PC(18:4(6Z,9Z,12Z,15Z)/22:0)",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008250,"PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008251,"PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))",C48H84NO8P,832.5861787,-1,[M-H]1-
HMDB0008256,"PC(18:4(6Z,9Z,12Z,15Z)/24:0)",C50H92NO8P,864.648779,-1,[M-H]1-
HMDB0008257,"PC(18:4(6Z,9Z,12Z,15Z)/24:1(15Z))",C50H90NO8P,862.6331289,-1,[M-H]1-
HMDB0008258,"PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)",C42H76NO7P,736.5286638,-1,[M-H]1-
HMDB0008259,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:0)",C44H80NO7P,764.5599639,-1,[M-H]1-
HMDB0008260,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))",C44H78NO7P,762.5443139,-1,[M-H]1-
HMDB0008261,"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",C44H78NO7P,762.5443139,-1,[M-H]1-
HMDB0008263,PC(20:0/14:1(9Z)),C42H82NO8P,758.5705286,-1,[M-H]1-
HMDB0008265,PC(20:0/16:0),C44H88NO8P,788.6174788,-1,[M-H]1-
HMDB0008266,PC(20:0/16:1(9Z)),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008267,PC(20:0/18:0),C46H92NO8P,816.648779,-1,[M-H]1-
HMDB0008268,PC(20:0/18:1(11Z)),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008269,PC(20:0/18:1(9Z)),C46H90NO8P,814.6331289,-1,[M-H]1-
HMDB0008271,"PC(20:0/18:3(6Z,9Z,12Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008272,"PC(20:0/18:3(9Z,12Z,15Z))",C46H86NO8P,810.6018288,-1,[M-H]1-
HMDB0008273,"PC(20:0/18:4(6Z,9Z,12Z,15Z))",C46H84NO8P,808.5861787,-1,[M-H]1-
HMDB0008274,PC(20:0/20:0),C48H96NO8P,844.6800791,-1,[M-H]1-
HMDB0008275,PC(20:0/20:1(11Z)),C48H94NO8P,842.664429,-1,[M-H]1-
HMDB0008276,"PC(20:0/20:2(11Z,14Z))",C48H92NO8P,840.648779,-1,[M-H]1-
HMDB0008277,"PC(20:0/20:3(5Z,8Z,11Z))",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008278,"PC(20:0/20:3(8Z,11Z,14Z))",C48H90NO8P,838.6331289,-1,[M-H]1-
HMDB0008279,"PC(20:0/20:4(5Z,8Z,11Z,14Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008280,"PC(20:0/20:4(8Z,11Z,14Z,17Z))",C48H88NO8P,836.6174788,-1,[M-H]1-
HMDB0008281,"PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))",C48H86NO8P,834.6018288,-1,[M-H]1-
HMDB0008282,PC(20:0/22:0),C50H100NO8P,872.7113792,-1,[M-H]1-
HMDB0008283,PC(20:0/22:1(13Z)),C50H98NO8P,870.6957291,-1,[M-H]1-
HMDB0008284,"PC(20:0/22:2(13Z,16Z))",C50H96NO8P,868.6800791,-1,[M-H]1-
HMDB0008285,"PC(20:0/22:4(7Z,10Z,13Z,16Z))",C50H92NO8P,864.648779,-1,[M-H]1-
HMDB0008286,"PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z))",C50H90NO8P,862.6331289,-1,[M-H]1-
HMDB0008287,"PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))",C50H90NO8P,862.6331289,-1,[M-H]1-
HMDB0008288,"PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H88NO8P,860.6174788,-1,[M-H]1-
HMDB0008291,PC(20:0/P-16:0),C44H88NO7P,772.6225642,-1,[M-H]1-
HMDB0008292,PC(20:0/P-18:0),C46H92NO7P,800.6538643,-1,[M-H]1-
HMDB0008293,PC(20:0/P-18:1(11Z)),C46H90NO7P,798.6382143,-1,[M-H]1-
HMDB0008294,PC(20:0/P-18:1(9Z)),C46H90NO7P,798.6382143,-1,[M-H]1-
HMDB0008295,PC(20:1(11Z)/14:0),C42H82NO8P,758.5705286,-1,[M-H]1-
HMDB0008296,PC(20:1(11Z)/14:1(9Z)),C42H80NO8P,756.5548786,-1,[M-H]1-
HMDB0008298,PC(20:1(11Z)/16:0),C44H86NO8P,786.6018288,-1,[M-H]1-
HMDB0008299,PC(20:1(11Z)/16:1(9Z)),C44H84NO8P,784.5861787,-1,[M-H]1-
