HMDB_ID,id,formula,mz,charge,ion
HMDB0000001,1-Methylhistidine,C7H11N3O2,168.0778502,-1,[M-H]1-
HMDB0000002,"1,3-Diaminopropane",C3H10N2,73.07712189,-1,[M-H]1-
HMDB0000005,2-Ketobutyric acid,C4H6O3,101.0244176,-1,[M-H]1-
HMDB0000008,2-Hydroxybutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000010,2-Methoxyestrone,C19H24O3,299.1652682,-1,[M-H]1-
HMDB0000011,(R)-3-Hydroxybutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000012,Deoxyuridine,C9H12N2O5,227.0673451,-1,[M-H]1-
HMDB0000014,Deoxycytidine,C9H13N3O4,226.0833295,-1,[M-H]1-
HMDB0000015,Cortexolone,C21H30O4,345.207133,-1,[M-H]1-
HMDB0000016,Deoxycorticosterone,C21H30O3,329.2122184,-1,[M-H]1-
HMDB0000017,4-Pyridoxic acid,C8H9NO4,182.0458813,-1,[M-H]1-
HMDB0000019,alpha-Ketoisovaleric acid,C5H8O3,115.0400677,-1,[M-H]1-
HMDB0000021,Iodotyrosine,C9H10INO3,305.9632647,-1,[M-H]1-
HMDB0000022,3-Methoxytyramine,C9H13NO2,166.0873522,-1,[M-H]1-
HMDB0000023,(S)-3-Hydroxyisobutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000024,3-O-Sulfogalactosylceramide (d18:1/24:0),C48H93NO11S,890.6396571,-1,[M-H]1-
HMDB0000026,Ureidopropionic acid,C4H8N2O3,131.0462157,-1,[M-H]1-
HMDB0000027,Tetrahydrobiopterin,C9H15N5O3,240.1102129,-1,[M-H]1-
HMDB0000031,Androsterone,C19H30O2,289.2173037,-1,[M-H]1-
HMDB0000032,7-Dehydrocholesterol,C27H44O,383.3319396,-1,[M-H]1-
HMDB0000033,Carnosine,C9H14N4O3,225.0993139,-1,[M-H]1-
HMDB0000034,Adenine,C5H5N5,134.0472188,-1,[M-H]1-
HMDB0000036,Taurocholic acid,C26H45NO7S,514.2843971,-1,[M-H]1-
HMDB0000037,Aldosterone,C21H28O5,359.1863975,-1,[M-H]1-
HMDB0000038,Dihydrobiopterin,C9H13N5O3,238.0945629,-1,[M-H]1-
HMDB0000039,Butyric acid,C4H8O2,87.04515304,-1,[M-H]1-
HMDB0000042,Acetic acid,C2H4O2,59.01385292,-1,[M-H]1-
HMDB0000043,Betaine,C5H11NO2,116.0717021,-1,[M-H]1-
HMDB0000045,Adenosine monophosphate,C10H14N5O7P,346.0558079,-1,[M-H]1-
HMDB0000050,Adenosine,C10H13N5O4,266.0894775,-1,[M-H]1-
HMDB0000051,Ammonia,H3N,16.01927265,-1,[M-H]1-
HMDB0000052,Argininosuccinic acid,C10H18N4O6,289.1153579,-1,[M-H]1-
HMDB0000053,Androstenedione,C19H26O2,285.1860036,-1,[M-H]1-
HMDB0000054,Bilirubin,C33H36N4O6,583.2562085,-1,[M-H]1-
HMDB0000056,beta-Alanine,C3H7NO2,88.04040202,-1,[M-H]1-
HMDB0000058,Cyclic AMP,C10H12N5O6P,328.0452432,-1,[M-H]1-
HMDB0000060,Acetoacetic acid,C4H6O3,101.0244176,-1,[M-H]1-
HMDB0000061,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,426.0221383,-1,[M-H]1-
HMDB0000062,L-Carnitine,C7H15NO3,160.0979169,-1,[M-H]1-
HMDB0000063,Cortisol,C21H30O5,361.2020476,-1,[M-H]1-
HMDB0000064,Creatine,C4H9N3O2,130.0622001,-1,[M-H]1-
HMDB0000067,Cholesterol,C27H46O,385.3475896,-1,[M-H]1-
HMDB0000068,Epinephrine,C9H13NO3,182.0822668,-1,[M-H]1-
HMDB0000070,Pipecolic acid,C6H11NO2,128.0717021,-1,[M-H]1-
HMDB0000071,Deoxyinosine,C10H12N4O4,251.0785785,-1,[M-H]1-
HMDB0000072,cis-Aconitic acid,C6H6O6,173.0091615,-1,[M-H]1-
HMDB0000073,Dopamine,C8H11NO2,152.0717021,-1,[M-H]1-
HMDB0000076,Dihydrouracil,C4H6N2O2,113.035651,-1,[M-H]1-
HMDB0000077,Dehydroepiandrosterone,C19H28O2,287.2016537,-1,[M-H]1-
HMDB0000078,Cysteinylglycine,C5H10N2O3S,177.0339365,-1,[M-H]1-
HMDB0000079,Dihydrothymine,C5H8N2O2,127.0513011,-1,[M-H]1-
HMDB0000082,Cytidine triphosphate,C9H16N3O14P3,481.9772352,-1,[M-H]1-
HMDB0000085,Deoxyguanosine,C10H13N5O4,266.0894775,-1,[M-H]1-
HMDB0000086,Glycerophosphocholine,C8H20NO6P,256.0955474,-1,[M-H]1-
HMDB0000087,Dimethylamine,C2H7N,44.05057278,-1,[M-H]1-
HMDB0000089,Cytidine,C9H13N3O5,242.0782441,-1,[M-H]1-
HMDB0000092,Dimethylglycine,C4H9NO2,102.0560521,-1,[M-H]1-
HMDB0000094,Citric acid,C6H8O7,191.0197261,-1,[M-H]1-
HMDB0000095,Cytidine monophosphate,C9H14N3O8P,322.0445745,-1,[M-H]1-
HMDB0000098,D-Xylose,C5H10O5,149.045547,-1,[M-H]1-
HMDB0000099,L-Cystathionine,C7H14N2O4S,221.0601512,-1,[M-H]1-
HMDB0000101,Deoxyadenosine,C10H13N5O3,250.0945629,-1,[M-H]1-
HMDB0000107,Galactitol,C6H14O6,181.0717617,-1,[M-H]1-
HMDB0000112,gamma-Aminobutyric acid,C4H9NO2,102.0560521,-1,[M-H]1-
HMDB0000114,Glycerylphosphorylethanolamine,C5H14NO6P,214.0485972,-1,[M-H]1-
HMDB0000115,Glycolic acid,C2H4O3,75.00876754,-1,[M-H]1-
HMDB0000118,Homovanillic acid,C9H10O4,181.0506323,-1,[M-H]1-
HMDB0000119,Glyoxylic acid,C2H2O3,72.99311747,-1,[M-H]1-
HMDB0000122,D-Glucose,C6H12O6,179.0561117,-1,[M-H]1-
HMDB0000123,Glycine,C2H5NO2,74.02475196,-1,[M-H]1-
HMDB0000124,Fructose 6-phosphate,C6H13O9P,259.022442,-1,[M-H]1-
HMDB0000125,Glutathione,C10H17N3O6S,306.0765296,-1,[M-H]1-
HMDB0000126,Glycerol 3-phosphate,C3H9O6P,171.006398,-1,[M-H]1-
HMDB0000127,D-Glucuronic acid,C6H10O7,193.0353762,-1,[M-H]1-
HMDB0000128,Guanidoacetic acid,C3H7N3O2,116.04655,-1,[M-H]1-
HMDB0000130,Homogentisic acid,C8H8O4,167.0349823,-1,[M-H]1-
HMDB0000131,Glycerol,C3H8O3,91.04006766,-1,[M-H]1-
HMDB0000132,Guanine,C5H5N5O,150.0421334,-1,[M-H]1-
HMDB0000133,Guanosine,C10H13N5O5,282.0843921,-1,[M-H]1-
HMDB0000134,Fumaric acid,C4H4O4,115.0036822,-1,[M-H]1-
HMDB0000138,Glycocholic acid,C26H43NO6,464.3017617,-1,[M-H]1-
HMDB0000139,Glyceric acid,C3H6O4,105.0193322,-1,[M-H]1-
HMDB0000140,Glucosylceramide,C48H93NO8,810.6828425,-1,[M-H]1-
HMDB0000142,Formic acid,CH2O2,44.99820285,-1,[M-H]1-
HMDB0000143,D-Galactose,C6H12O6,179.0561117,-1,[M-H]1-
HMDB0000145,Estrone,C18H22O2,269.1547035,-1,[M-H]1-
HMDB0000148,L-Glutamic acid,C5H9NO4,146.0458813,-1,[M-H]1-
HMDB0000149,Ethanolamine,C2H7NO,60.0454874,-1,[M-H]1-
HMDB0000150,Gluconolactone,C6H10O6,177.0404616,-1,[M-H]1-
HMDB0000151,Estradiol,C18H24O2,271.1703536,-1,[M-H]1-
HMDB0000152,Gentisic acid,C7H6O4,153.0193322,-1,[M-H]1-
HMDB0000153,Estriol,C18H24O3,287.1652682,-1,[M-H]1-
HMDB0000156,L-Malic acid,C4H6O5,133.0142468,-1,[M-H]1-
HMDB0000157,Hypoxanthine,C5H4N4O,135.0312343,-1,[M-H]1-
HMDB0000158,L-Tyrosine,C9H11NO3,180.0666168,-1,[M-H]1-
HMDB0000161,L-Alanine,C3H7NO2,88.04040202,-1,[M-H]1-
HMDB0000162,L-Proline,C5H9NO2,114.0560521,-1,[M-H]1-
HMDB0000163,D-Maltose,C12H22O11,341.1089351,-1,[M-H]1-
HMDB0000164,Methylamine,CH5N,30.03492272,-1,[M-H]1-
HMDB0000168,L-Asparagine,C4H8N2O3,131.0462157,-1,[M-H]1-
HMDB0000169,D-Mannose,C6H12O6,179.0561117,-1,[M-H]1-
HMDB0000174,L-Fucose,C6H12O5,163.061197,-1,[M-H]1-
HMDB0000175,Inosinic acid,C10H13N4O8P,347.0398235,-1,[M-H]1-
HMDB0000176,Maleic acid,C4H4O4,115.0036822,-1,[M-H]1-
HMDB0000181,L-Dopa,C9H11NO4,196.0615314,-1,[M-H]1-
HMDB0000186,Alpha-Lactose,C12H22O11,341.1089351,-1,[M-H]1-
HMDB0000187,L-Serine,C3H7NO3,104.0353166,-1,[M-H]1-
HMDB0000190,L-Lactic acid,C3H6O3,89.0244176,-1,[M-H]1-
HMDB0000191,L-Aspartic acid,C4H7NO4,132.0302313,-1,[M-H]1-
HMDB0000192,L-Cystine,C6H12N2O4S2,239.0165719,-1,[M-H]1-
HMDB0000193,Isocitric acid,C6H8O7,191.0197261,-1,[M-H]1-
HMDB0000194,Anserine,C10H16N4O3,239.114964,-1,[M-H]1-
HMDB0000195,Inosine,C10H12N4O5,267.0734931,-1,[M-H]1-
HMDB0000197,Indoleacetic acid,C10H9NO2,174.0560521,-1,[M-H]1-
HMDB0000201,L-Acetylcarnitine,C9H17NO4,202.1084816,-1,[M-H]1-
HMDB0000202,Methylmalonic acid,C4H6O4,117.0193322,-1,[M-H]1-
HMDB0000205,Phenylpyruvic acid,C9H8O3,163.0400677,-1,[M-H]1-
HMDB0000206,N6-Acetyl-L-lysine,C8H16N2O3,187.1088159,-1,[M-H]1-
HMDB0000207,Oleic acid,C18H34O2,281.2486039,-1,[M-H]1-
HMDB0000208,Oxoglutaric acid,C5H6O5,145.0142468,-1,[M-H]1-
HMDB0000209,Phenylacetic acid,C8H8O2,135.045153,-1,[M-H]1-
HMDB0000211,myo-Inositol,C6H12O6,179.0561117,-1,[M-H]1-
HMDB0000212,N-Acetylgalactosamine,C8H15NO6,220.0826608,-1,[M-H]1-
HMDB0000213,Myo-inositol 1-phosphate,C6H13O9P,259.022442,-1,[M-H]1-
HMDB0000214,Ornithine,C5H12N2O2,131.0826012,-1,[M-H]1-
HMDB0000215,N-Acetyl-D-glucosamine,C8H15NO6,220.0826608,-1,[M-H]1-
HMDB0000216,Norepinephrine,C8H11NO3,168.0666168,-1,[M-H]1-
HMDB0000217,NADP,C21H29N7O17P3,743.0760006,-1,[M-H]1-
HMDB0000218,Orotidylic acid,C10H13N2O11P,367.0184193,-1,[M-H]1-
HMDB0000220,Palmitic acid,C16H32O2,255.2329538,-1,[M-H]1-
HMDB0000221,NADPH,C21H30N7O17P3,744.0838256,-1,[M-H]1-
HMDB0000222,L-Palmitoylcarnitine,C23H45NO4,398.3275825,-1,[M-H]1-
HMDB0000223,Oxalacetic acid,C4H4O5,130.9985968,-1,[M-H]1-
HMDB0000224,O-Phosphoethanolamine,C2H8NO4P,140.0118178,-1,[M-H]1-
HMDB0000225,Oxoadipic acid,C6H8O5,159.0298969,-1,[M-H]1-
HMDB0000226,Orotic acid,C5H4N2O4,155.0098302,-1,[M-H]1-
HMDB0000227,Mevalonic acid,C6H12O4,147.0662824,-1,[M-H]1-
HMDB0000229,Nicotinamide ribotide,C11H15N2O8P,333.0493255,-1,[M-H]1-
HMDB0000230,N-Acetylneuraminic acid,C11H19NO9,308.0987047,-1,[M-H]1-
HMDB0000232,Quinolinic acid,C7H5NO4,166.0145812,-1,[M-H]1-
HMDB0000234,Testosterone,C19H28O2,287.2016537,-1,[M-H]1-
HMDB0000238,Sepiapterin,C9H11N5O3,236.0789128,-1,[M-H]1-
HMDB0000239,Pyridoxine,C8H11NO3,168.0666168,-1,[M-H]1-
HMDB0000240,Sulfite,H2O3S,80.9651882,-1,[M-H]1-
HMDB0000241,Protoporphyrin IX,C34H34N4O4,561.2507292,-1,[M-H]1-
HMDB0000243,Pyruvic acid,C3H4O3,87.00876754,-1,[M-H]1-
HMDB0000245,Porphobilinogen,C10H14N2O4,225.0880805,-1,[M-H]1-
HMDB0000246,Tetrahydrofuran,C4H8O,71.05023842,-1,[M-H]1-
HMDB0000247,Sorbitol,C6H14O6,181.0717617,-1,[M-H]1-
HMDB0000248,Thyroxine,C15H11I4NO4,775.6794234,-1,[M-H]1-
HMDB0000250,Pyrophosphate,H4O7P2,176.935949,-1,[M-H]1-
HMDB0000251,Taurine,C2H7NO3S,124.0073874,-1,[M-H]1-
HMDB0000252,Sphingosine,C18H37NO2,298.275153,-1,[M-H]1-
HMDB0000253,Pregnenolone,C21H32O2,315.2329538,-1,[M-H]1-
HMDB0000254,Succinic acid,C4H6O4,117.0193322,-1,[M-H]1-
HMDB0000256,Squalene,C30H50,409.3839751,-1,[M-H]1-
HMDB0000257,Thiosulfate,H2O3S2,112.9372589,-1,[M-H]1-
HMDB0000259,Serotonin,C10H12N2O,175.0876866,-1,[M-H]1-
HMDB0000262,Thymine,C5H6N2O2,125.035651,-1,[M-H]1-
HMDB0000263,Phosphoenolpyruvic acid,C3H5O6P,166.9750979,-1,[M-H]1-
HMDB0000265,Liothyronine,C15H12I3NO4,649.7827754,-1,[M-H]1-
HMDB0000267,Pyroglutamic acid,C5H7NO3,128.0353166,-1,[M-H]1-
HMDB0000268,Tetrahydrocorticosterone,C21H34O4,349.2384331,-1,[M-H]1-
HMDB0000269,Sphinganine,C18H39NO2,300.290803,-1,[M-H]1-
HMDB0000271,Sarcosine,C3H7NO2,88.04040202,-1,[M-H]1-
HMDB0000272,Phosphoserine,C3H8NO6P,184.001647,-1,[M-H]1-
HMDB0000273,Thymidine,C10H14N2O5,241.0829951,-1,[M-H]1-
HMDB0000277,Sphingosine 1-phosphate,C18H38NO5P,378.2414834,-1,[M-H]1-
HMDB0000279,Saccharopine,C11H20N2O6,275.1248599,-1,[M-H]1-
HMDB0000280,Phosphoribosyl pyrophosphate,C5H13O14P3,388.9445381,-1,[M-H]1-
HMDB0000283,D-Ribose,C5H10O5,149.045547,-1,[M-H]1-
HMDB0000285,Uridine triphosphate,C9H15N2O15P3,482.9612508,-1,[M-H]1-
HMDB0000286,Uridine diphosphate glucose,C15H24N2O17P2,565.0477439,-1,[M-H]1-
HMDB0000288,Uridine 5'-monophosphate,C9H13N2O9P,323.0285901,-1,[M-H]1-
HMDB0000289,Uric acid,C5H4N4O3,167.0210636,-1,[M-H]1-
HMDB0000290,Uridine diphosphate-N-acetylglucosamine,C17H27N3O17P2,606.074293,-1,[M-H]1-
HMDB0000291,Vanillylmandelic acid,C9H10O5,197.045547,-1,[M-H]1-
HMDB0000292,Xanthine,C5H4N4O2,151.026149,-1,[M-H]1-
HMDB0000294,Urea,CH4N2O,59.02508632,-1,[M-H]1-
HMDB0000295,Uridine 5'-diphosphate,C9H14N2O12P2,402.9949204,-1,[M-H]1-
HMDB0000296,Uridine,C9H12N2O6,243.0622597,-1,[M-H]1-
HMDB0000299,Xanthosine,C10H12N4O6,283.0684077,-1,[M-H]1-
HMDB0000300,Uracil,C4H4N2O2,111.0200009,-1,[M-H]1-
HMDB0000301,Urocanic acid,C6H6N2O2,137.035651,-1,[M-H]1-
HMDB0000302,Uridine diphosphategalactose,C15H24N2O17P2,565.0477439,-1,[M-H]1-
HMDB0000303,Tryptamine,C10H12N2,159.092772,-1,[M-H]1-
HMDB0000305,Vitamin A,C20H30O,285.2223891,-1,[M-H]1-
HMDB0000306,Tyramine,C8H11NO,136.0767875,-1,[M-H]1-
HMDB0000308,3b-Hydroxy-5-cholenoic acid,C24H38O3,373.2748186,-1,[M-H]1-
HMDB0000315,16-a-Hydroxypregnenolone,C21H32O3,331.2278684,-1,[M-H]1-
HMDB0000317,2-Hydroxy-3-methylpentanoic acid,C6H12O3,131.0713678,-1,[M-H]1-
HMDB0000318,"3,4-Dihydroxyphenylglycol",C8H10O4,169.0506323,-1,[M-H]1-
HMDB0000319,18-Hydroxycorticosterone,C21H30O5,361.2020476,-1,[M-H]1-
HMDB0000321,2-Hydroxyadipic acid,C6H10O5,161.045547,-1,[M-H]1-
HMDB0000323,3-Amino-2-piperidone,C5H10N2O,113.0720365,-1,[M-H]1-
HMDB0000325,3-Hydroxysuberic acid,C8H14O5,189.0768471,-1,[M-H]1-
HMDB0000326,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",C24H40O5,407.2802979,-1,[M-H]1-
HMDB0000332,18-Oxocortisol,C21H28O6,375.1813122,-1,[M-H]1-
HMDB0000333,Isohomovanillic acid,C9H10O4,181.0506323,-1,[M-H]1-
HMDB0000335,16a-Hydroxyestrone,C18H22O3,285.1496181,-1,[M-H]1-
HMDB0000336,(R)-3-Hydroxyisobutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000337,"(S)-3,4-Dihydroxybutyric acid",C4H8O4,119.0349823,-1,[M-H]1-
HMDB0000338,2-Hydroxyestradiol,C18H24O3,287.1652682,-1,[M-H]1-
HMDB0000339,2-Methylbutyrylglycine,C7H13NO3,158.0822668,-1,[M-H]1-
HMDB0000341,2-Octenedioic acid,C8H12O4,171.0662824,-1,[M-H]1-
HMDB0000343,2-Hydroxyestrone,C18H22O3,285.1496181,-1,[M-H]1-
HMDB0000345,3-Hydroxyadipic acid,C6H10O5,161.045547,-1,[M-H]1-
HMDB0000347,16b-Hydroxyestradiol,C18H24O3,287.1652682,-1,[M-H]1-
HMDB0000350,3-Hydroxysebacic acid,C10H18O5,217.1081472,-1,[M-H]1-
HMDB0000352,16a-Hydroxydehydroisoandrosterone,C19H28O3,303.1965683,-1,[M-H]1-
HMDB0000354,2-Methyl-3-hydroxybutyric acid,C5H10O3,117.0557177,-1,[M-H]1-
HMDB0000355,3-Hydroxymethylglutaric acid,C6H10O5,161.045547,-1,[M-H]1-
HMDB0000357,3-Hydroxybutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000359,"3alpha,7alpha-Dihydroxycoprostanic acid",C27H46O4,433.3323335,-1,[M-H]1-
HMDB0000360,"2,4-Dihydroxybutanoic acid",C4H8O4,119.0349823,-1,[M-H]1-
HMDB0000362,2-Phosphoglyceric acid,C3H7O7P,184.9856626,-1,[M-H]1-
HMDB0000363,17a-Hydroxypregnenolone,C21H32O3,331.2278684,-1,[M-H]1-
HMDB0000365,Epiandrosterone,C19H30O2,289.2173037,-1,[M-H]1-
HMDB0000366,2-Deoxyribonic acid,C5H10O5,149.045547,-1,[M-H]1-
HMDB0000369,"3b,17b-Dihydroxyetiocholane",C19H32O2,291.2329538,-1,[M-H]1-
HMDB0000374,17-Hydroxyprogesterone,C21H30O3,329.2122184,-1,[M-H]1-
HMDB0000378,2-Methylbutyroylcarnitine,C12H23NO4,244.1554318,-1,[M-H]1-
HMDB0000379,2-Methylcitric acid,C7H10O7,205.0353762,-1,[M-H]1-
HMDB0000380,2-Hydroxyestradiol-3-methyl ether,C19H26O3,301.1809182,-1,[M-H]1-
HMDB0000381,Allolithocholic acid,C24H40O3,375.2904687,-1,[M-H]1-
HMDB0000387,3-Hydroxydodecanoic acid,C12H24O3,215.1652682,-1,[M-H]1-
HMDB0000391,7-Ketodeoxycholic acid,C24H38O5,405.2646479,-1,[M-H]1-
HMDB0000394,3-Hydroxytetradecanedioic acid,C14H26O5,273.1707475,-1,[M-H]1-
HMDB0000396,2-Ethylhydracrylic acid,C5H10O3,117.0557177,-1,[M-H]1-
HMDB0000397,2-Pyrocatechuic acid,C7H6O4,153.0193322,-1,[M-H]1-
HMDB0000400,"3,7-Dihydroxy-12-oxocholanoic acid",C24H38O5,405.2646479,-1,[M-H]1-
HMDB0000403,2-Hydroxyadenine,C5H5N5O,150.0421334,-1,[M-H]1-
HMDB0000405,2-Methoxyestradiol,C19H26O3,301.1809182,-1,[M-H]1-
HMDB0000407,2-Hydroxy-3-methylbutyric acid,C5H10O3,117.0557177,-1,[M-H]1-
HMDB0000408,2-Methyl-3-ketovaleric acid,C6H10O3,129.0557177,-1,[M-H]1-
HMDB0000413,3-Hydroxydodecanedioic acid,C12H22O5,245.1394474,-1,[M-H]1-
HMDB0000415,"3a,6b,7b-Trihydroxy-5b-cholanoic acid",C24H40O5,407.2802979,-1,[M-H]1-
HMDB0000416,17-Hydroxypregnenolone sulfate,C21H32O6S,411.184683,-1,[M-H]1-
HMDB0000417,"3D,7D,11D-Phytanic acid",C20H40O2,311.2955541,-1,[M-H]1-
HMDB0000418,18-Hydroxycortisol,C21H30O6,377.1969622,-1,[M-H]1-
HMDB0000422,2-Methylglutaric acid,C6H10O4,145.0506323,-1,[M-H]1-
HMDB0000424,2-Hydroxydecanedioic acid,C10H18O5,217.1081472,-1,[M-H]1-
HMDB0000428,3-Hydroxyglutaric acid,C5H8O5,147.0298969,-1,[M-H]1-
HMDB0000429,17a-Estradiol,C18H24O2,271.1703536,-1,[M-H]1-
HMDB0000430,"24,25-Dihydroxyvitamin D",C27H44O3,415.3217688,-1,[M-H]1-
HMDB0000434,Homoveratric acid,C10H12O4,195.0662824,-1,[M-H]1-
HMDB0000439,2-Furoylglycine,C7H7NO4,168.0302313,-1,[M-H]1-
HMDB0000442,(S)-3-Hydroxybutyric acid,C4H8O3,103.0400677,-1,[M-H]1-
HMDB0000446,N-alpha-Acetyl-L-lysine,C8H16N2O3,187.1088159,-1,[M-H]1-
HMDB0000448,Adipic acid,C6H10O4,145.0506323,-1,[M-H]1-
HMDB0000449,5a-Tetrahydrocorticosterone,C21H34O4,349.2384331,-1,[M-H]1-
HMDB0000450,5-Hydroxylysine,C6H14N2O3,161.0931659,-1,[M-H]1-
HMDB0000451,cis-4-Hydroxycyclohexylacetic acid,C8H14O3,157.0870179,-1,[M-H]1-
HMDB0000452,L-alpha-Aminobutyric acid,C4H9NO2,102.0560521,-1,[M-H]1-
HMDB0000453,delta-Hexanolactone,C6H10O2,113.0608031,-1,[M-H]1-
HMDB0000459,3-Methylcrotonylglycine,C7H11NO3,156.0666168,-1,[M-H]1-
HMDB0000462,Allantoin,C4H6N4O3,157.0367136,-1,[M-H]1-
HMDB0000466,3-Methylindole,C9H9N,130.0662228,-1,[M-H]1-
HMDB0000467,Nutriacholic acid,C24H38O4,389.2697332,-1,[M-H]1-
HMDB0000468,Biopterin,C9H11N5O3,236.0789128,-1,[M-H]1-
HMDB0000469,5-Hydroxymethyluracil,C5H6N2O3,141.0305656,-1,[M-H]1-
HMDB0000472,5-Hydroxy-L-tryptophan,C11H12N2O3,219.0775158,-1,[M-H]1-
HMDB0000474,Butanone,C4H8O,71.05023842,-1,[M-H]1-
HMDB0000477,"7Z,10Z-Hexadecadienoic acid",C16H28O2,251.2016537,-1,[M-H]1-
HMDB0000479,3-Methylhistidine,C7H11N3O2,168.0778502,-1,[M-H]1-
HMDB0000481,Allopurinol riboside,C10H12N4O5,267.0734931,-1,[M-H]1-
HMDB0000482,Caprylic acid,C8H16O2,143.1077533,-1,[M-H]1-
HMDB0000483,"5b-Cholestane-3a,7a,12a,23S,25-pentol",C27H48O5,451.3428982,-1,[M-H]1-
HMDB0000486,7-Hydroxyoctanoic acid,C8H16O3,159.1026679,-1,[M-H]1-
HMDB0000489,Aspartylglycosamine,C12H21N3O8,334.1255882,-1,[M-H]1-
HMDB0000490,Etiocholanolone,C19H30O2,289.2173037,-1,[M-H]1-
HMDB0000491,3-Methyl-2-oxovaleric acid,C6H10O3,129.0557177,-1,[M-H]1-
HMDB0000493,"5a-Androstane-3b,17b-diol",C19H32O2,291.2329538,-1,[M-H]1-
HMDB0000494,Stigmastanol,C29H52O,415.3945398,-1,[M-H]1-
HMDB0000495,Androstanediol,C19H32O2,291.2329538,-1,[M-H]1-
HMDB0000496,3-Methoxy-4-hydroxyphenylglycol glucuronide,C15H20O10,359.0983704,-1,[M-H]1-
HMDB0000497,"5,6-Dihydrouridine",C9H14N2O6,245.0779097,-1,[M-H]1-
HMDB0000498,4-Deoxyerythronic acid,C4H8O4,119.0349823,-1,[M-H]1-
HMDB0000499,5-Tetradecenoic acid,C14H26O2,225.1860036,-1,[M-H]1-
HMDB0000500,4-Hydroxybenzoic acid,C7H6O3,137.0244176,-1,[M-H]1-
HMDB0000501,7-Ketocholesterol,C27H44O2,399.3268542,-1,[M-H]1-
HMDB0000502,3-Oxocholic acid,C24H38O5,405.2646479,-1,[M-H]1-
HMDB0000508,Ribitol,C5H12O5,151.061197,-1,[M-H]1-
HMDB0000509,Senecioic acid,C5H8O2,99.04515304,-1,[M-H]1-
HMDB0000510,Aminoadipic acid,C6H11NO4,160.0615314,-1,[M-H]1-
HMDB0000511,Capric acid,C10H20O2,171.1390534,-1,[M-H]1-
HMDB0000512,N-Acetyl-L-phenylalanine,C11H13NO3,206.0822668,-1,[M-H]1-
HMDB0000516,Beta-D-Glucose,C6H12O6,179.0561117,-1,[M-H]1-
HMDB0000517,L-Arginine,C6H14N4O2,173.1043993,-1,[M-H]1-
HMDB0000518,Chenodeoxycholic acid,C24H40O4,391.2853833,-1,[M-H]1-
HMDB0000520,"5a-Cholestane-3a,7a,12a,25-tetrol",C27H48O4,435.3479836,-1,[M-H]1-
HMDB0000521,5Z-Tetradecenoic acid,C14H26O2,225.1860036,-1,[M-H]1-
HMDB0000522,3-Methylglutaconic acid,C6H8O4,143.0349823,-1,[M-H]1-
HMDB0000525,5-Hydroxyhexanoic acid,C6H12O3,131.0713678,-1,[M-H]1-
HMDB0000526,5a-Tetrahydrocortisol,C21H34O5,365.2333477,-1,[M-H]1-
HMDB0000528,"4,5-Dihydroorotic acid",C5H6N2O4,157.0254802,-1,[M-H]1-
HMDB0000529,5Z-Dodecenoic acid,C12H22O2,197.1547035,-1,[M-H]1-
HMDB0000531,3-Hydroxyvaleric acid,C5H10O3,117.0557177,-1,[M-H]1-
HMDB0000532,Acetylglycine,C4H7NO3,116.0353166,-1,[M-H]1-
HMDB0000534,Campestanol,C28H50O,401.3788898,-1,[M-H]1-
HMDB0000535,Caproic acid,C6H12O2,115.0764532,-1,[M-H]1-
HMDB0000538,Adenosine triphosphate,C10H16N5O13P3,505.9884686,-1,[M-H]1-
HMDB0000539,Arabinonic acid,C5H10O6,165.0404616,-1,[M-H]1-
HMDB0000546,Epietiocholanolone,C19H30O2,289.2173037,-1,[M-H]1-
HMDB0000549,gamma-Butyrolactone,C4H6O2,85.02950298,-1,[M-H]1-
HMDB0000550,5-Androstenetriol,C19H30O3,305.2122184,-1,[M-H]1-
HMDB0000551,Etiocholanediol,C19H32O2,291.2329538,-1,[M-H]1-
HMDB0000552,3-Methylglutarylcarnitine,C13H23NO6,288.145261,-1,[M-H]1-
HMDB0000553,"3L,7D,11D-Phytanic acid",C20H40O2,311.2955541,-1,[M-H]1-
HMDB0000554,Dihydroandrosterone,C19H32O2,291.2329538,-1,[M-H]1-
HMDB0000555,3-Methyladipic acid,C7H12O4,159.0662824,-1,[M-H]1-
HMDB0000557,L-Alloisoleucine,C6H13NO2,130.0873522,-1,[M-H]1-
HMDB0000561,B-Carotene,C40H56,535.4309253,-1,[M-H]1-
HMDB0000562,Creatinine,C4H7N3O,112.0516354,-1,[M-H]1-
HMDB0000563,D-Phenyllactic acid,C9H10O3,165.0557177,-1,[M-H]1-
HMDB0000564,PC(16:0/16:0),C40H80NO8P,732.5548786,-1,[M-H]1-
HMDB0000565,Galactonic acid,C6H12O7,195.0510263,-1,[M-H]1-
HMDB0000567,Cinnamic acid,C9H8O2,147.045153,-1,[M-H]1-
HMDB0000568,D-Arabitol,C5H12O5,151.061197,-1,[M-H]1-
